,loss,accuracy,val_loss,val_accuracy
0,1.7906923294067383,0.38237500190734863,1.440329909324646,0.5013889074325562
1,1.6929823160171509,0.42517778277397156,1.40067720413208,0.5133888721466064
2,1.6687151193618774,0.43520277738571167,1.383038878440857,0.5206111073493958
3,1.6530468463897705,0.44194167852401733,1.368070363998413,0.5272777676582336
4,1.6447312831878662,0.44533610343933105,1.3588292598724365,0.5320555567741394
5,1.6331241130828857,0.4492805600166321,1.3604822158813477,0.5315555334091187
6,1.627542495727539,0.45186111330986023,1.3609247207641602,0.5336666703224182
7,1.6233553886413574,0.45420554280281067,1.3620333671569824,0.5325000286102295
8,1.6203720569610596,0.45553889870643616,1.3633270263671875,0.5295555591583252
9,1.6156973838806152,0.4582222104072571,1.3581345081329346,0.535444438457489
