,loss,accuracy,val_loss,val_accuracy
0,1.5933594703674316,0.437583327293396,1.4102824926376343,0.49283334612846375
1,1.220158576965332,0.5600000023841858,1.4026939868927002,0.5206666588783264
2,0.9623126983642578,0.6587499976158142,1.4614976644515991,0.5306110978126526
3,0.6939380764961243,0.7604444622993469,1.6754480600357056,0.5138333439826965
4,0.4512990713119507,0.8506666421890259,2.0652823448181152,0.4940555691719055
5,0.27075010538101196,0.9159722328186035,2.2106688022613525,0.5239999890327454
6,0.15962430834770203,0.9541527628898621,2.5713553428649902,0.5135555267333984
7,0.0997537299990654,0.9730138778686523,2.672985792160034,0.5222777724266052
8,0.0746183842420578,0.980138897895813,3.0467822551727295,0.5205000042915344
9,0.053536009043455124,0.9861111044883728,3.2940962314605713,0.5214999914169312
